Dışa Aktarım Tarihi:,21.08.2026 08:51:06
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,Fonun Risk Değeri,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşından İtibaren (%),1 Yıl (%),3 Yıl (%),5 Yıl (%)
PAL,AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,9692","6,1671","11,4374","14,2189","21,5857","99,2791","561,3136"
PAO,PARDUS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"-4,9096","-17,146","-15,8193","-1,9676","-10,8563","",""
PBI,PARDUS PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,4,"5,0687","11,6897","24,9752","43,5275","60,1745","",""
PBK,ASTRA PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6,"1,8102","5,0925","8,7615","11,706","21,7652","105,6851","590,8961"
PBN,PİRAMİT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"22,2219","22,6444","14,5791","47,8837","-5,2139","",""
PBR,PUSULA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
PCE,PARDUS PORTFÖY İNCİ SERBEST FON,Serbest Şemsiye Fonu,4,"3,8903","9,6574","20,4023","25,0884","30,085","",""
PDD,ASTRA PORTFÖY KATILIM FONU,Katılım Şemsiye Fonu,3,"2,7644","8,3042","17,6168","23,2432","38,213","173,0555","438,9843"
PDF,ASTRA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,5,"2,1677","6,9928","10,4177","13,8726","22,9652","108,3083","564,9312"
PEA,PERFORM PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"12,5241","4,4756","-5,6678","11,9902","48,3642","",""
PFO,PHİLLİP PORTFÖY FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,4,"2,2528","4,3343","2,8541","18,5697","32,9993","",""
PFS,ATLAS PORTFÖY FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,4,"3,7274","9,1925","14,7228","25,9378","47,742","197,8545",""
PGD,ASTRA PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,"4,1235","11,5092","20,6229","26,0835","40,8911","",""
PGS,AZİMUT PORTFÖY PAY GERİ ALIMI YAPAN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,4511","1,834","-1,4423","22,0431","16,4265","",""
PHE,PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
PHI,PİRAMİT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"3,4592","7,9508","11,6568","37,2687","30,2564","",""
PHK,PHİLLİP PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,9851","1,618","16,9545","36,8889","33,8944","",""
PID,PİRAMİT PORTFÖY DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"4,0118","11,8316","20,4002","32,7745","42,4642","",""
PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"6,4616","-3,3781","9,0675","27,2424","77,3227","217,1853",""
PIP,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,3628","10,3347","21,0226","27,4314","47,115","",""
PIR,PİRAMİT PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"12,8943","4,3823","-5,2214","12,8311","65,8295","",""
PIS,PARDUS PORTFÖY İKİNCİ KISA VADELİ SERBEST (TL) FON,Serbest Şemsiye Fonu,1,"3,7115","11,3104","23,6519","31,8437","","",""
PJL,PHİLLİP PORTFÖY PARA PİYASASI FONU,Para Piyasası Şemsiye Fonu,1,"3,3438","10,1802","20,4994","26,9214","46,543","251,4044",""
PJP,PERFORM PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6,"2,0311","6,414","10,992","15,09","","",""
PK1,AHLATCI PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,2107","","","","","",""
PKD,PUSULA PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"9,624","12,7391","15,3359","17,4824","17,9871","",""
PKF,ATA PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"12,559","4,1319","-5,9815","9,966","52,947","288,0536",""
PKM,PUSULA PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,3537","","","","","",""
PKP,ATA PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Serbest Şemsiye Fonu,1,"3,3777","10,4467","20,7965","","","",""
PKR,ROTA PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,1,"1,6602","8,4239","18,4207","24,5345","43,3021","",""
PKT,YAPI KREDİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,3427","10,4276","20,9249","27,3868","46,9411","",""
PKV,PARDUS PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Şemsiye Fonu,1,"3,8173","11,7566","24,271","32,501","56,1046","",""
PLR,OSMANLI PORTFÖY PARA PİYASASI FONU,Para Piyasası Şemsiye Fonu,2,"3,4518","10,557","21,3866","28,2067","48,7661","",""
PMP,PARDUS PORTFÖY MODEL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"-14,3928","-22,5248","-25,5327","-31,683","-39,8217","",""
PNU,PUSULA PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"4,1856","12,7621","","","","",""
PO9,PARDUS PORTFÖY ONDOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"7,9603","2,7057","-30,1135","-23,7662","-43,5053","",""
POS,PARDUS PORTFÖY ONBEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"5,8318","5,8283","17,5228","23,4358","1,9255","",""
PP1,PARDUS PORTFÖY BİRİNCİ KATILIM FONU,Katılım Şemsiye Fonu,5,"-0,0447","-2,3576","11,7813","27,8378","29,2797","",""
PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"-3,5001","-1,777","-7,2377","12,4982","12,7436","121,1317",""
PPD,PERFORM PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"3,1429","2,8923","7,0257","29,5717","47,5137","179,902","3143,399"
PPE,PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,3423","7,5357","9,9175","12,4319","23,9045","",""
PPG,ALBARAKA PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,1,"3,2122","10,0459","20,2596","26,5807","45,1727","",""
PPH,PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,918","-1,2614","8,874","18,7821","16,8196","",""
PPI,YAPI KREDİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,3308","9,9585","20,1048","26,701","46,8314","",""
PPJ,AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,1,"3,4372","10,6221","21,5195","28,0618","48,063","",""
PPK,QNB PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,3019","10,2013","20,6057","26,9192","46,1594","",""
PPM,PİRAMİT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,3,"2,947","9,7007","19,6353","24,6788","43,307","",""
PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,4768","10,6305","21,5627","28,0544","48,5984","269,1134","474,3537"
PPP,PERFORM PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"3,4146","10,2821","20,9249","27,3836","47,1733","",""
PPS,PHİLLİP PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,7,"7,6763","-3,9682","-12,5001","0,2551","39,4976","184,7968",""
PPT,ATLAS PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"3,8043","11,5001","23,34","30,893","52,937","",""
PPV,AKTİF PORTFÖY PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,3768","10,499","","","","",""
PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"3,3792","10,3564","20,7382","27,258","46,9654","259,9356","459,557"
PRD,PİRAMİT PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"3,6207","10,9491","22,1014","27,8549","49,2896","",""
PRH,AURA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,3952","10,3558","20,873","27,1447","49,5645","",""
PRR,INVEO PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,3003","10,2419","20,535","26,6823","","",""
PRU,ALLBATROSS PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"0,00","0,00","0,00","0,00","0,00","0,00",""
PRV,ASTRA PORTFÖY PARA PİYASASI SERBEST FON,Serbest Şemsiye Fonu,2,"3,2866","10,2865","20,9098","27,9083","","",""
PRY,PUSULA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"4,1222","12,6077","25,8029","34,4377","59,7534","",""
PSE,ATLAS PORTFÖY PARA PİYASASI SERBEST FON,Serbest Şemsiye Fonu,2,"3,9202","12,2624","25,3915","34,3616","58,8372","",""
PSH,DENİZ PORTFÖY PERAKENDE SEKTÖRÜ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,1033","2,5081","","","","",""
PSL,AZİMUT PORTFÖY 8.0 SERBEST FON,Serbest Şemsiye Fonu,5,"2,5166","7,3324","13,6699","17,8812","28,9366","130,4325","632,1656"
PTE,TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,"","3,3893","10,3932","21,0109","27,4793","47,0978","",""
PTF,QNB PORTFÖY TREND SERBEST FON,Serbest Şemsiye Fonu,2,"3,9111","8,3893","15,4983","23,1484","43,6024","",""
PTN,PHİLLİP PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"12,6052","4,455","-4,9421","14,2929","62,224","",""
PTO,PARDUS PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"6,8223","24,8965","34,6113","61,9741","67,4168","",""
PTP,AHLATCI PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,3018","10,1497","","","","",""
PTS,QNB PORTFÖY PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,3556","10,4329","21,0008","27,4139","46,9592","",""
PUC,AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON,Serbest Şemsiye Fonu,2,"3,4291","10,5463","21,4143","27,944","47,9939","254,3151","398,7663"
PUH,PERFORM PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"3,0049","5,5942","8,5136","30,9863","48,7928","",""
PUK,PUSULA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5,"6,812","23,7233","","","","",""
PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,Serbest Şemsiye Fonu,1,"3,1576","9,6871","19,4804","25,5601","43,8822","230,835","387,4007"
PYR,PARDUS PORTFÖY YİRMİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"-13,5486","-19,3169","-23,4057","-24,7464","-28,9534","",""
RAF,ROTA PORTFÖY ALTINCI SERBEST FON,Serbest Şemsiye Fonu,6,"3,3378","1,7661","8,9118","32,3106","57,671","140,6164",""
RBA,ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"12,7751","2,9254","-8,2238","9,7109","53,3289","293,5703","1076,7547"
RBB,RE-PIE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,4,"3,1861","9,6263","18,0983","23,5647","42,1768","",""
RBF,ROTA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,3,"3,6029","7,8527","8,0232","11,2316","28,2368","",""
RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5,"4,3407","8,2596","20,3331","44,7982","49,1134","163,2184","1204,5117"
RBI,RE-PIE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,5,"0,9076","3,352","7,3676","10,4364","18,1419","",""
RBK,ALBARAKA PORTFÖY KATILIM FONU,Katılım Şemsiye Fonu,4,"2,5537","7,5043","12,7841","16,0454","27,0683","135,0129","487,8164"
RBL,QNB PORTFÖY ROBOTİK VE BLOCKCHAİN TEKNOLOJİLERİ SERBEST FON,Serbest Şemsiye Fonu,6,"6,5233","6,9911","28,8819","30,5644","47,3687","",""
RBN,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"-0,3005","-5,1649","-2,1386","20,2079","8,8535","",""
RBP,RE-PIE PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,7084","11,2554","22,7625","29,8615","51,1444","",""
RBR,RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON,Serbest Şemsiye Fonu,4,"24,1693","27,6772","35,5616","47,9771","76,6728","212,0929",""
RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU,Katılım Şemsiye Fonu,1,"3,4869","10,5968","20,7249","26,9965","46,2505","217,6074","352,6393"
RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,2005","9,7823","19,2679","25,341","43,5229","214,4742","363,2795"
RCV,AZİMUT PORTFÖY BİRİNCİ ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,4,"6,949","11,2296","20,1289","34,1833","46,6015","",""
RD1,ROTA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,3,"5,5303","11,5546","6,6631","13,4989","33,5568","",""
RDF,ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"-0,0684","0,9751","2,5905","25,897","41,7531","",""
RDT,PHİLLİP PORTFÖY RODOSTO SERBEST FON,Serbest Şemsiye Fonu,6,"1,1893","-1,5875","-19,7471","-18,6532","-16,6763","",""
RFM,ROTA PORTFÖY ENERJİ VE METAL FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"8,6918","","","","","",""
RGD,RE-PIE PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"5,8082","8,8124","8,9025","","","",""
RGH,RE-PIE PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"1,2891","6,2979","8,5398","13,4709","","",""
RHI,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"4,4361","5,6691","12,9199","44,6846","37,4303","",""
RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,0087","0,8574","3,0041","25,4047","35,4895","184,7434",""
RIA,ROTA PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"2,3627","7,8667","16,1093","20,6573","35,8009","",""
RIH,RE-PIE PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"10,3581","56,0512","-11,6361","-9,717","-2,2283","1028,5631",""
RIK,RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"-3,2493","-3,3639","2,5765","14,1996","36,0376","257,2998",""
RJG,RE-PIE PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"12,6973","4,6806","-6,1327","8,1542","52,8606","",""
RKC,ROTA PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,3,"4,5251","6,9781","14,1759","28,7702","62,5494","",""
RKH,RE-PIE PORTFÖY KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"2,7304","2,9275","13,138","31,3925","29,46","",""
RKS,ROTA PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,2,"-0,8454","5,3868","14,6782","20,5481","38,5323","",""
RKV,RE-PIE PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,Serbest Şemsiye Fonu,1,"3,3389","10,0452","20,0016","26,2133","45,4182","",""
RLH,ROTA PORTFÖY YİRMİNCİ SERBEST FON,Serbest Şemsiye Fonu,2,"3,6304","9,0672","20,4528","32,9432","47,7815","",""
ROF,ROTA PORTFÖY ONUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"1,241","-0,0962","-2,3746","19,9858","71,2649","",""
RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"3,9104","7,3511","12,5218","31,5677","51,8911","175,352",""
RPD,RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"0,7222","7,1702","11,0374","22,5759","34,5829","255,6149","1210,3306"
RPG,ROTA PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"14,7346","6,1196","-4,4331","13,6662","58,2929","285,3895",""
RPI,ROTA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,3031","7,2606","13,9691","32,5686","34,1929","",""
RPL,RE-PIE PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,Serbest Şemsiye Fonu,2,"2,7042","10,562","19,7402","24,5977","37,3115","",""
RPM,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"10,2752","21,2776","26,2183","35,4784","66,5882","151,1517",""
RPN,ROTA PORTFÖY NEV SERBEST FON,Serbest Şemsiye Fonu,6,"-6,0578","-0,881","-3,0368","14,7528","13,6576","56,6802",""
RPP,ROTA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"3,4092","10,4109","21,067","27,642","47,4389","263,2223",""
RPS,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,6779","5,0334","8,2614","11,6156","20,9549","115,038",""
RPT,ROTA PORTFÖY İKİNCİ SERBEST (TL) FON,Serbest Şemsiye Fonu,1,"3,3453","10,2603","20,8067","27,1589","46,7685","264,8623",""
RPX,ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,9085","5,8568","11,1711","14,0647","21,4941","103,6834",""
RRA,ROTA PORTFÖY PARA PİYASASI SERBEST FON,Serbest Şemsiye Fonu,2,"2,9781","10,2581","21,3297","28,3263","49,0919","",""
RRP,RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON,Katılım Şemsiye Fonu,2,"3,2028","9,9822","20,1048","26,1979","44,8282","",""
RS1,ROTA PORTFÖY BİRİNCİ KISA VADELİ SERBEST FON,Serbest Şemsiye Fonu,2,"0,00","0,00","0,00","0,00","0,00","",""
RSK,ROTA PORTFÖY ONSEKİZİNCİ SERBEST FON,Serbest Şemsiye Fonu,5,"-0,5701","11,7963","27,5357","35,7976","73,9451","",""
RTD,RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"7,4508","10,0211","41,0274","49,9504","67,3429","",""
RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"4,1734","7,4777","36,9906","42,2811","64,9959","232,9745",""
RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"-0,6377","-1,4916","0,4992","21,5132","12,4813","113,6466",""
RTP,RE-PIE PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,5,"-7,5531","-3,8277","-6,6591","-2,2003","14,6197","270,1826",""
RUT,BV PORTFÖY ROBOTİK VE UZAY TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"7,3961","9,2139","32,3934","36,0635","55,9842","",""
RYF,ROTA PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"8,6326","-16,3529","-3,7618","38,2251","18,2946","686,5678",""
SAS,AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5,"0,0935","-1,9986","-7,3523","10,6351","13,6802","",""
SBH,SPARTA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
SD1,SPARTA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"","","","","","",""
SFS,AZİMUT PORTFÖY AGRESİF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"2,7524","5,9903","13,3774","27,7256","","",""
SGK,EMAA BLUE PORTFÖY BİYOTEKNOLOJİ VE SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"","","","","","",""
SGT,GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","",""
SHC,STRATEJİ PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"","","","","","",""
SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"0,5032","0,2239","-1,1711","15,3999","16,6043","146,7241",""
SHU,SPARTA PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","","",""
SKO,STRATEJİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,2293","1,3902","5,6133","33,7882","53,8191","",""
SKZ,NEO PORTFÖY SEKİZİNCİ SERBEST FON,Serbest Şemsiye Fonu,7,"2,9316","8,6037","44,2879","43,2984","","",""
SLG,QNB PORTFÖY ALGORİTMİK STRATEJİLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,3299","6,5444","8,3521","32,2551","","",""
SNY,ATLAS PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"-1,0388","-43,1505","-12,2775","2,3432","44,904","",""
SOS,HEDEF PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,3,"11,4866","22,0407","25,8954","37,6808","46,8092","",""
SPE,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON,Serbest Şemsiye Fonu,"","2,4031","7,7925","12,7959","17,5606","29,0051","157,6299","810,2176"
SPN,AZİMUT PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"2,8514","8,6078","17,3171","22,2686","38,9418","216,0989","527,2861"
SPP,SPARTA PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,4973","10,9675","22,5663","28,6162","49,4025","",""
SPR,BV PORTFÖY SPOR ENDÜSTRİSİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"-0,6471","8,4982","5,0832","6,7201","1,6713","",""
SPT,AKTİF PORTFÖY KATILIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,4,"5,4931","7,5779","14,8262","26,9616","54,1223","",""
SRL,PARDUS PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"2,5504","24,6992","22,7571","41,1844","54,9312","",""
SSK,DENİZ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"7,1834","18,3025","18,8023","25,9391","46,708","",""
SSS,YAPI KREDİ PORTFÖY SAVUNMA SANAYİİ ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,5177","0,5997","4,3165","23,3439","17,2232","",""
