Dışa Aktarım Tarihi:,21.08.2026 08:51:16
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,İlk Portföy Büyüklüğü,Son Portföy Büyüklüğü,Portföy Büyüklüğü Değişimi (%),Tedavüldeki İlk Pay Adedi,Tedavüldeki Son Pay Adedi,Pay Adedi Değişimi (%),Getiri Oranı (%)
OTM,AZİMUT PORTFÖY OTOMOTİV SEKTÖRÜ DEĞİŞKEN FON,Değişken Fon,"13722744,82","13555748,15","-1,22","10612507,00","10493911,00","-1,12","-0,10"
OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,Serbest Fon,"145047806,03","147922466,06","1,98","2209715,00","2208256,00","-0,07","2,05"
OVD,QNB PORTFÖY EMTİA FON SEPETİ FONU,Fon Sepeti Fonu,"675714532,51","729575407,25","7,97","211279811,00","210814398,00","-0,22","8,21"
P1A,A1 CAPİTAL PORTFÖY PARA PİYASASI (TL) SERBEST FON,Serbest Fon,"779098032,57","482632547,52","-38,05","528536936,00","315439639,00","-40,32","3,80"
PA2,PUSULA PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"25639323,92","43741895,35","70,6","25468200,00","39084213,00","53,46","11,17"
PAB,A1 CAPİTAL PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"86434199,91","128898281,20","49,13","63490848,00","91372934,00","43,92","3,62"
PAF,PARDUS PORTFÖY ALTIN FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"277361778,61","295145159,17","6,41","86210450,00","81090940,00","-5,94","13,13"
PAL,AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON,Serbest Fon,"162580986522,35","154230097494,33","-5,14","2904910822,00","2702485081,00","-6,97","1,97"
PAO,PARDUS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"6517365,23","24632872,86","277,96","5694908,00","22635638,00","297,47","-4,91"
PBI,PARDUS PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"106956315,21","112484211,58","5,17","48375930,00","48421812,00","0,09","5,07"
PBK,ASTRA PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"125094274,75","106903145,29","-14,54","2185869,00","1834788,00","-16,06","1,81"
PBN,PİRAMİT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"417060265,11","496953052,92","19,16","311724760,00","303905543,00","-2,51","22,22"
PBR,PUSULA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"38577377114,38","0,00",-100,"7062489396,00","0,00",-100,"-100,00"
PCE,PARDUS PORTFÖY İNCİ SERBEST FON,Serbest Fon,"222402855,47","99379317,75","-55,32","178131791,00","76616416,00","-56,99","3,89"
PDD,ASTRA PORTFÖY KATILIM FONU,Katılım Fonu,"848964707,97","860437132,19","1,35","146330891,00","144318749,00","-1,38","2,76"
PDF,ASTRA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"466972298,11","482391654,51","3,3","7880336,00","7967822,00","1,11","2,17"
PEA,PERFORM PORTFÖY ALTIN FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"63072148,92","70982105,01","12,54","47225142,00","47232287,00","0,02","12,52"
PFO,PHİLLİP PORTFÖY FON SEPETİ FONU,Fon Sepeti Fonu,"75052008,93","75416211,75","0,49","32674679,00","32109863,00","-1,73","2,25"
PFS,ATLAS PORTFÖY FON SEPETİ FONU,Fon Sepeti Fonu,"15647952,17","15995161,14","2,22","5482288,00","5402557,00","-1,45","3,73"
PGD,ASTRA PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Fon,"171120314,77","184588279,28","7,87","99022797,00","102586243,00","3,6","4,12"
PGS,AZİMUT PORTFÖY PAY GERİ ALIMI YAPAN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"196972093,88","171937284,60","-12,71","147661368,00","130791756,00","-11,42","-1,45"
PHE,PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"75887885115,62","0,00",-100,"19550361622,00","0,00",-100,"-100,00"
PHI,PİRAMİT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"72460253,06","76137490,13","5,07","46281791,00","47004554,00","1,56","3,46"
PHK,PHİLLİP PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"81235752,69","83208161,71","2,43","50355520,00","52622798,00","4,5","-1,99"
PID,PİRAMİT PORTFÖY DEĞİŞKEN FON,Değişken Fon,"51425783,09","55204043,16","7,35","28143669,00","29046127,00","3,21","4,01"
PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,Fon Sepeti Fonu,"521376381,30","489165460,17","-6,18","140232149,00","123583115,00","-11,87","6,46"
PIP,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Fon,"26935062987,50","25334367686,11","-5,94","16535578459,00","15046896957,00",-9,"3,36"
PIR,PİRAMİT PORTFÖY ALTIN FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"110586723,07","116644669,89","5,48","72713889,00","67937191,00","-6,57","12,89"
PIS,PARDUS PORTFÖY İKİNCİ KISA VADELİ SERBEST (TL) FON,Serbest Fon,"1093632684,44","989674032,44","-9,51","777225610,00","678173170,00","-12,74","3,71"
PJL,PHİLLİP PORTFÖY PARA PİYASASI FONU,Para Piyasası Fonu,"1398820663,00","1158933063,72","-17,15","277998789,00","222871522,00","-19,83","3,34"
PJP,PERFORM PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"435607447,93","401858767,51","-7,75","8908727,00","8054920,00","-9,58","2,03"
PK1,AHLATCI PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Fonu,"8891712,42","11631010,41","30,81","8766037,00","11109906,00","26,74","3,21"
PKD,PUSULA PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"15351395,26","26311423,51","71,39","17206866,00","26902491,00","56,35","9,62"
PKF,ATA PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"394149949,89","405842861,05","2,97","91913345,00","84080399,00","-8,52","12,56"
PKM,PUSULA PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Fonu,"258715797,02","476717297,00","84,26","250087057,00","445864734,00","78,28","3,35"
PKP,ATA PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Serbest Fon,"433306451,75","441523859,37","1,9","356259796,00","351155186,00","-1,43","3,38"
PKR,ROTA PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Fonu,"737959852,83","669647053,68","-9,26","487771237,00","435390296,00","-10,74","1,66"
PKT,YAPI KREDİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,Serbest Fon,"11644969521,92","12311705692,10","5,73","7547609407,00","7721636093,00","2,31","3,34"
PKV,PARDUS PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Fon,"13906484397,81","13651979792,94","-1,83","7017622226,00","6635879587,00","-5,44","3,82"
PLR,OSMANLI PORTFÖY PARA PİYASASI FONU,Para Piyasası Fonu,"663933352,78","884790429,02","33,26","410926209,00","529348297,00","28,82","3,45"
PMP,PARDUS PORTFÖY MODEL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"22458921,52","18021463,54","-19,76","22451684,00","21044559,00","-6,27","-14,39"
PNU,PUSULA PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"21965716825,76","35690031573,21","62,48","18530795625,00","28899331117,00","55,95","4,19"
PO9,PARDUS PORTFÖY ONDOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"74165550,96","211773163,10","185,54","101435191,00","268283024,00","164,49","7,96"
POS,PARDUS PORTFÖY ONBEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"74058387,74","85053087,96","14,85","64088879,00","69547584,00","8,52","5,83"
PP1,PARDUS PORTFÖY BİRİNCİ KATILIM FONU,Katılım Fonu,"35409996,25","34123668,65","-3,63","20908075,00","20157562,00","-3,59","-0,04"
PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"404947691,20","376296702,86","-7,08","38857303,00","37417726,00","-3,7","-3,50"
PPD,PERFORM PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"2284221971,14","2270975677,72","-0,58","67023538,00","64604410,00","-3,61","3,14"
PPE,PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON,Serbest Fon,"775147563,67","751855224,13",-3,"12619725,00","11960374,00","-5,22","2,34"
PPG,ALBARAKA PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Fonu,"2493641967,47","2441707735,28","-2,08","1769257926,00","1678493994,00","-5,13","3,21"
PPH,PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"76285183,18","66184028,92","-13,24","45895403,00","39456044,00","-14,03","0,92"
PPI,YAPI KREDİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"4148623202,47","8080207633,36","94,77","1877602397,00","3539098291,00","88,49","3,33"
PPJ,AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Fon,"68711318253,20","94648763029,11","37,75","38384391409,00","51116888437,00","33,17","3,44"
PPK,QNB PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Fonu,"5359411176,69","5970976609,95","11,41","2460427789,00","2653569373,00","7,85","3,30"
PPM,PİRAMİT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"143260540,75","132123140,52","-7,77","67557399,00","60521751,00","-10,41","2,95"
PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"11863248528,69","12233457784,27","3,12","2126746870,00","2119426882,00","-0,34","3,48"
PPP,PERFORM PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"8118230780,55","8200814281,05","1,02","2686929744,00","2624641643,00","-2,32","3,41"
PPS,PHİLLİP PORTFÖY BİRİNCİ SERBEST FON,Serbest Fon,"1062125724,80","1122272994,14","5,66","306646155,00","300912306,00","-1,87","7,68"
PPT,ATLAS PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"1758933178,53","2496468310,53","41,93","556530520,00","760939786,00","36,73","3,80"
PPV,AKTİF PORTFÖY PARA PİYASASI SERBEST (TL) FON,Serbest Fon,"7376268946,88","9119777150,64","23,64","6624155628,00","7922366305,00","19,6","3,38"
PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"13355405951,75","12823034929,73","-3,99","2095622565,00","1946317412,00","-7,12","3,38"
PRD,PİRAMİT PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"365163050,47","421942414,84","15,55","161591626,00","180193297,00","11,51","3,62"
PRH,AURA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"596930758,12","611550171,63","2,45","281766910,00","279188490,00","-0,92","3,40"
PRR,INVEO PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Fonu,"781164176,45","859298394,82",10,"604639224,00","643867421,00","6,49","3,30"
PRU,ALLBATROSS PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Fon,"3027823472,54","0,00",-100,"859245094,00","0,00",-100,"-100,00"
PRV,ASTRA PORTFÖY PARA PİYASASI SERBEST FON,Serbest Fon,"4699018383,07","4330322420,23","-7,85","3608819321,00","3219838179,00","-10,78","3,29"
PRY,PUSULA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"117816394931,98","110355075275,96","-6,33","38704941796,00","34818452499,00","-10,04","4,12"
PSE,ATLAS PORTFÖY PARA PİYASASI SERBEST FON,Serbest Fon,"27437361875,27","25291711922,91","-7,82","15213209351,00","13494502762,00","-11,3","3,92"
PSH,DENİZ PORTFÖY PERAKENDE SEKTÖRÜ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"19671361,39","16470680,92","-16,27","18487332,00","15652003,00","-15,34","-1,10"
PSL,AZİMUT PORTFÖY 8.0 SERBEST FON,Serbest Fon,"381939656,67","234922956,95","-38,49","46108533,00","27664172,00",-40,"2,52"
PTE,TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Fon,"46222085113,44","50164109944,15","8,53","28111522107,92","29508847936,92","4,97","3,39"
PTF,QNB PORTFÖY TREND SERBEST FON,Serbest Fon,"922258746,36","762839889,76","-17,29","662164726,00","527089442,00","-20,4","3,91"
PTN,PHİLLİP PORTFÖY ALTIN FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"555715203,91","716094286,95","28,86","377353360,00","431824879,00","14,44","12,61"
PTO,PARDUS PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"481033547,09","321078402,36","-33,25","279635745,00","174729495,00","-37,52","6,82"
PTP,AHLATCI PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"77297721,76","75846830,15","-1,88","66807669,00","63458373,00","-5,01","3,30"
PTS,QNB PORTFÖY PARA PİYASASI SERBEST (TL) FON,Serbest Fon,"10865265500,36","8793098508,26","-19,07","7010868127,00","5489582515,00","-21,7","3,36"
PUC,AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON,Serbest Fon,"785713910,64","797039447,90","1,44","109994263,00","107880425,00","-1,92","3,43"
PUH,PERFORM PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"364912755,91","347789413,22","-4,69","230021168,00","212832098,00","-7,47","3,00"
PUK,PUSULA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1356044914,70","1210547963,78","-10,73","1145768325,00","957600534,00","-16,42","6,81"
PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,Serbest Fon,"40893498534,75","36667149823,32","-10,34","7309664358,00","6353589387,00","-13,08","3,16"
PYR,PARDUS PORTFÖY YİRMİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"90878008,11","72474785,76","-20,25","54876154,00","50622044,00","-7,75","-13,55"
RAF,ROTA PORTFÖY ALTINCI SERBEST FON,Serbest Fon,"195176360,60","158748639,10","-18,66","53054502,00","41758590,00","-21,29","3,34"
RBA,ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU,Katılım Fonu,"1755490070,92","1934436394,71","10,19","90255244,00","88189195,00","-2,29","12,78"
RBB,RE-PIE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"24153794,39","15942640,89",-34,"15025350,00","9611221,00","-36,03","3,19"
RBF,ROTA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"17363317,63","19387267,75","11,66","10154981,00","10944381,00","7,77","3,60"
RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Yoğun,"1027566294,78","1008601510,43","-1,85","30834424,00","29006265,00","-5,93","4,34"
RBI,RE-PIE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"110437052,87","68851240,87","-37,66","1981171,00","1224039,00","-38,22","0,91"
RBK,ALBARAKA PORTFÖY KATILIM FONU,Katılım Fonu,"53733629,61","48865900,49","-9,06","6268174,00","5558398,00","-11,32","2,55"
RBL,QNB PORTFÖY ROBOTİK VE BLOCKCHAİN TEKNOLOJİLERİ SERBEST FON,Serbest Fon,"329754418,74","319417468,74","-3,13","190955284,00","173642175,00","-9,07","6,52"
RBN,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"44013862,42","41577725,32","-5,53","28977531,00","27456148,00","-5,25","-0,30"
RBP,RE-PIE PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"2455157333,88","2499342883,57","1,8","1103364127,00","1067394397,00","-3,26","3,71"
RBR,RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON,Serbest Fon,"25084867,26","101717162,83","305,49","8240295,00","26909827,00","226,56","24,17"
RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU,Kira Sertifikası Fonu,"992919128,14","1344387013,70","35,4","156276315,00","204464672,00","30,84","3,49"
RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,Kisa Vadeli Kira Sertifikalari Katilim Fonu,"6395686547,16","7902081714,28","23,55","955633990,00","1144100521,00","19,72","3,20"
RCV,AZİMUT PORTFÖY BİRİNCİ ÇOKLU VARLIK KATILIM FONU,Katılım Fonu,"59146659,45","65186592,25","10,21","35081245,00","36151492,00","3,05","6,95"
RD1,ROTA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"62813623,44","66388114,90","5,69","34341876,00","34394057,00","0,15","5,53"
RDF,ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"418825766,22","397181611,75","-5,17","259960121,00","246694652,00","-5,1","-0,07"
RDT,PHİLLİP PORTFÖY RODOSTO SERBEST FON,Serbest Fon,"66999029,21","73487349,40","9,68","75070456,00","81372715,00","8,4","1,19"
RFM,ROTA PORTFÖY ENERJİ VE METAL FON SEPETİ FONU,Fon Sepeti Fonu,"14245471,50","25192484,98","76,85","13833498,00","22507597,00","62,7","8,69"
RGD,RE-PIE PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Fon,"28097903,94","28461260,08","1,29","26009966,00","24900063,00","-4,27","5,81"
RGH,RE-PIE PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"39030845,09","39521202,16","1,26","34418619,00","34407479,00","-0,03","1,29"
RHI,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"41541084,31","38854618,37","-6,47","25680659,00","22999613,00","-10,44","4,44"
RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"852766745,24","808588373,16","-5,18","113025779,00","108262365,00","-4,21","-1,01"
RIA,ROTA PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"20004073,22","20237290,13","1,17","14836875,00","14663399,00","-1,17","2,36"
RIH,RE-PIE PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"132438662,19","150266937,18","13,46","13262091,00","13635042,00","2,81","10,36"
RIK,RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"932897073,32","620810204,65","-33,45","164118943,00","112883347,00","-31,22","-3,25"
RJG,RE-PIE PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"93193697,69","90050260,41","-3,37","29726522,00","25487271,00","-14,26","12,70"
RKC,ROTA PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"42484731,36","30342366,17","-28,58","25306990,00","17291641,00","-31,67","4,53"
RKH,RE-PIE PORTFÖY KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"8733639,69","8984169,62","2,87","8261055,00","8272167,00","0,13","2,73"
RKS,ROTA PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Fonu,"90203179,21","90804801,66","0,67","43872721,00","44541885,00","1,53","-0,85"
RKV,RE-PIE PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,Serbest Fon,"1304358425,13","512629310,30","-60,7","518031694,00","197011274,00","-61,97","3,34"
RLH,ROTA PORTFÖY YİRMİNCİ SERBEST FON,Serbest Fon,"257253118,72","275977246,26","7,28","157474627,00","163018205,00","3,52","3,63"
ROF,ROTA PORTFÖY ONUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"428232464,59","509408521,91","18,96","131958428,00","155048445,00","17,5","1,24"
RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,Değişken Fon,"26609332,08","23330882,19","-12,32","5221730,00","4406082,00","-15,62","3,91"
RPD,RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"298168509,27","274020215,41","-8,1","20432769,00","18643295,00","-8,76","0,72"
RPG,ROTA PORTFÖY ALTIN FONU,Altın Fonu,"872507014,65","933788099,52","7,02","156402173,00","145890731,00","-6,72","14,73"
RPI,ROTA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"14993203,32","14214179,92","-5,2","10055674,00","9562182,00","-4,91","-0,30"
RPL,RE-PIE PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,Serbest Fon,"122177037,86","125055229,32","2,36","72140019,00","71895223,00","-0,34","2,70"
RPM,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"81474846,87","87973210,35","7,98","19561600,00","19153730,00","-2,09","10,28"
RPN,ROTA PORTFÖY NEV SERBEST FON,Serbest Fon,"873184151,36","820288231,64","-6,06","159059117,00","159059117,00",0,"-6,06"
RPP,ROTA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"6514706390,81","6572125069,55","0,88","1357149089,00","1323973250,00","-2,44","3,41"
RPS,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"174322611,81","174473378,09","0,09","2789060,00","2745407,00","-1,57","1,68"
RPT,ROTA PORTFÖY İKİNCİ SERBEST (TL) FON,Serbest Fon,"1193503777,56","1222565465,38","2,43","238562825,00","236461348,00","-0,88","3,35"
RPX,ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Serbest Fon,"636553699,10","614664832,06","-3,44","10296716,00","9756442,00","-5,25","1,91"
RRA,ROTA PORTFÖY PARA PİYASASI SERBEST FON,Serbest Fon,"3077551396,85","1444363611,27","-53,07","2108500378,00","960948053,00","-54,43","2,98"
RRP,RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON,Katılım Fonu,"734921706,25","820981129,82","11,71","460948729,00","498945660,00","8,24","3,20"
RS1,ROTA PORTFÖY BİRİNCİ KISA VADELİ SERBEST FON,Serbest Fon,"851745360,22","0,00",-100,"545472013,00","0,00",-100,"-100,00"
RSK,ROTA PORTFÖY ONSEKİZİNCİ SERBEST FON,Serbest Fon,"242769261,46","311750873,37","28,41","125204538,00","161702696,00","29,15","-0,57"
RTD,RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,Değişken Fon,"26001867,57","27848725,85","7,1","13344810,00","13301590,00","-0,32","7,45"
RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"262307143,76","258172684,00","-1,58","47164459,00","44561347,00","-5,52","4,17"
RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"24661837,44","19146579,32","-22,36","4085105,00","3191887,00","-21,87","-0,64"
RTP,RE-PIE PORTFÖY BİRİNCİ SERBEST FON,Serbest Fon,"364024534,68","304558739,19","-16,34","27547020,00","24930018,00","-9,5","-7,55"
RUT,BV PORTFÖY ROBOTİK VE UZAY TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"167399446,11","201466819,16","20,35","70406970,00","78899946,00","12,06","7,40"
RYF,ROTA PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"364060786,07","426825293,94","17,24","32621647,00","35206434,00","7,92","8,63"
SAS,AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"986039192,02","934990612,64","-5,18","626594440,00","593599591,00","-5,27","0,09"
SBH,SPARTA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"330474487,50","0,00",-100,"169991889,00","0,00",-100,"-100,00"
SD1,SPARTA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"0,00","0,00",0,"0,00","0,00",0,"0,00"
SFS,AZİMUT PORTFÖY AGRESİF FON SEPETİ FONU,Fon Sepeti Fonu,"31327409,01","31373147,84","0,15","22792611,00","22214442,00","-2,54","2,75"
SGK,EMAA BLUE PORTFÖY BİYOTEKNOLOJİ VE SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,Değişken Fon,"0,00","202132138,21",0,"0,00","200047601,00",0,"0,00"
SGT,GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"185859565,09","0,00",-100,"99267495,00","0,00",-100,"-100,00"
SHC,STRATEJİ PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"0,00","67179616,35",0,"0,00","66015901,00",0,"0,00"
SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,Değişken Fon,"54128179,95","59233322,36","9,43","15203778,00","16554423,00","8,88","0,50"
SHU,SPARTA PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"240245128,00","0,00",-100,"171284263,00","0,00",-100,"-100,00"
SKO,STRATEJİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"256108291,38","217275379,19","-15,16","152334839,00","127667348,00","-16,19","1,23"
SKZ,NEO PORTFÖY SEKİZİNCİ SERBEST FON,Serbest Fon,"126506559,90","123157630,24","-2,65","127359034,00","120456197,00","-5,42","2,93"
SLG,QNB PORTFÖY ALGORİTMİK STRATEJİLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"512408234,99","491822479,44","-4,02","365715951,00","352185360,00","-3,7","-0,33"
